rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,3-Jan,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
2124,Marvin Pieringer,Germany,MF,Heidenheim,Bundesliga,23,1999,31,1513,3,3,6,3,0,2.3,2.3,28,41,0.18,0.18,19,12,40,4,24,12,21,0,0,0,0,0,0,0,0,298,431,69.1,992,73.1,70.5,66.7,14,30,10,28,28,35.7,46.4,28,24,12,21,3,27,29.6,0.48,0.11,0.38,51.7,1.72,0.24,0,2023-2024
2134,Alassane Pléa,France,FW,Gladbach,Bundesliga,30,1993,27,1913,7,4,11,6,1,7,6.2,56,115,0.33,0.19,17,7,46.7,0,11,2,6,0,0,0,0,0,0,0,0,541,774,69.9,2694,81.7,69.7,59.8,36,47,38,6,53,39.6,49.1,56,44,21,33,7,57,31.6,0.85,0.11,0.33,35.7,3.62,0.52,0,2023-2024
2137,Ole Pohlmann,Germany,MF,Dortmund,Bundesliga,22,2001,2,54,0,0,0,0,0,0.1,0.1,0,0,0,0,1,0,50,0,0,0,1,0,0,0,0,0,0,0,0,13,20,65,2,100,60,0,1,0,0,1,2,50,50,0,1,1,1,0,1,0,0,0,0,100,0,0,0,2023-2024
2139,Sebastian Polter,Germany,FW,Darmstadt 98,Bundesliga,32,1991,9,446,0,1,1,0,0,1,1,5,13,0,0.2,1,0,0,1,4,0,4,0,0,0,0,0,0,0,0,65,112,58,241,59.6,66.7,100,3,5,2,6,5,40,60,5,1,1,7,0,10,30,0.61,0,0,58.8,2.02,0.4,0,2023-2024
2147,Yussuf Poulsen,Denmark,FW,RB Leipzig,Bundesliga,29,1994,28,1217,5,2,7,5,0,5.7,5.7,11,16,0.37,0.15,13,8,28.6,3,10,4,15,0,0,0,0,0,0,0,0,207,289,71.6,622,79.3,72.7,60,13,8,5,16,22,54.5,31.8,11,10,5,20,5,29,55.2,1.18,0.17,0.31,35.8,2.74,0.37,0,2023-2024
2154,Grischa Prömel,Germany,MF,Hoffenheim,Bundesliga,28,1995,28,2139,4,5,9,4,0,3.8,3.8,35,96,0.17,0.21,32,18,43.8,6,16,22,36,0,0,0,0,0,0,0,0,802,983,81.6,2950,88.1,88.1,54,21,74,17,54,31,38.7,48.4,35,36,1,25,4,26,30.8,0.34,0.15,0.5,41,1.85,0.34,0,2023-2024
2157,Gustavo Puerta,Colombia,DF,Leverkusen,Bundesliga,20,2003,7,46,0,0,0,0,0,0.1,0.1,1,8,0,0,5,3,50,0,2,0,0,0,0,0,0,0,0,0,0,39,42,92.9,209,95.2,94.1,75,1,4,1,2,1,100,0,1,1,0,0,0,2,0,0,0,0,50,3.91,0,0,2023-2024
2190,Grant Ranos,Armenia,MF,Gladbach,Bundesliga,20,2003,9,49,0,0,0,0,0,0.3,0.3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,80,76,90,72.7,0,0,2,0,0,3,33.3,66.7,0,1,0,5,0,3,0,0,0,0,16.7,3.6,1.8,0,2023-2024
2192,Nicolai Rapp,Germany,DF,Werder Bremen,Bundesliga,26,1996,2,76,0,0,0,0,0,0,0,1,2,0,0,3,2,100,0,2,2,8,0,0,0,0,0,0,0,0,32,40,80,213,85.7,81.8,66.7,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,100,0,0,0,2023-2024
2198,David Raum,Germany,DF,RB Leipzig,Bundesliga,25,1998,31,2739,2,8,10,2,0,0.8,0.8,77,131,0.07,0.26,58,35,58.6,9,42,27,82,2,0,0,0,0,0,0,0,1566,2154,72.7,10264,88.4,76.9,43.7,68,92,62,88,32,56.3,40.6,77,44,15,15,2,14,28.6,0.13,0.14,0.5,57.4,3.32,0.43,0,2023-2024
2211,Rocco Reitz,Germany,MF,Gladbach,Bundesliga,21,2002,34,2136,6,3,9,6,0,3.7,3.7,41,110,0.25,0.13,61,36,50.9,20,41,44,31,1,0,0,0,0,0,0,0,782,1043,75,4208,85.3,77.4,54.5,20,80,17,54,52,38.5,48.1,41,29,12,30,6,33,42.4,0.59,0.18,0.43,33.3,2.66,0.34,0,2023-2024
2215,Marco Reus,Germany,MF,Dortmund,Bundesliga,34,1989,26,1601,6,8,14,6,0,6.5,6.5,31,64,0.34,0.45,37,25,44.4,2,15,5,18,0,0,0,0,0,0,0,0,588,707,83.2,2071,90.6,85.1,65.2,36,38,20,31,21,38.1,47.6,31,33,7,15,6,42,47.6,1.12,0.14,0.3,41.9,3.88,0.56,0,2023-2024
2216,Elvis Rexhbeçaj,Kosovo,MF,Augsburg,Bundesliga,25,1997,25,1985,2,0,2,1,1,1.7,1,15,91,0.09,0,30,19,50,7,25,20,20,0,0,0,0,0,0,0,0,523,709,73.8,2372,80.8,77.9,58.7,13,63,18,43,23,34.8,60.9,15,16,3,18,2,28,10.7,0.14,0.04,0.33,50.9,1.86,0.05,0,2023-2024
2218,Gio Reyna,United States,MF,Dortmund,Bundesliga,20,2002,11,280,0,0,0,0,0,0.8,0.8,8,20,0,0,9,6,40,1,4,2,5,0,0,0,0,0,0,0,0,166,193,86,582,93.8,81,71.4,7,15,7,9,8,62.5,37.5,8,6,2,7,0,8,25,0.64,0,0,44.4,8.04,0.64,0,2023-2024
2227,Marco Richter,Germany,MF,Mainz 05,Bundesliga,25,1997,20,717,1,0,1,1,0,1.9,1.9,20,30,0.13,0,10,4,36.4,0,9,2,1,0,0,0,0,0,0,0,0,184,291,63.2,1076,82,60.2,44.8,11,23,11,3,37,43.2,48.6,20,11,9,12,1,38,23.7,1.13,0.03,0.11,13.6,3.51,0.13,0,2023-2024
2229,Clemens Riedel,Germany,DF,Darmstadt 98,Bundesliga,20,2003,14,755,0,0,0,0,0,0.3,0.3,4,47,0,0,22,13,62.5,3,8,11,26,0,0,0,0,0,0,0,0,490,576,85.1,3088,88.6,93,65.5,6,37,3,49,8,50,50,4,10,0,2,0,8,37.5,0.36,0,0,44,2.38,0.24,0,2023-2024
2232,Manuel Riemann,Germany,GK,Bochum,Bundesliga,34,1988,33,2970,0,0,0,0,0,0,0,0,19,0,0,2,1,50,0,0,1,25,1,70,2.12,116,67,4,12.1,18.2,1031,1715,60.1,30871,97,96.8,46.2,4,92,7,1045,1,100,0,0,1,0,0,0,0,0,0,0,0,82.4,0.88,0.09,6.9,2023-2024
2247,Sebastian Rode,Germany,MF,Eint Frankfurt,Bundesliga,32,1990,8,61,0,0,0,0,0,0,0,3,11,0,0,6,4,66.7,0,0,1,1,0,0,0,0,0,0,0,0,44,57,77.2,232,79.3,76.2,50,1,3,5,1,0,0,0,3,2,0,0,0,0,0,0,0,0,40,4.43,0,0,2023-2024
2262,Rogério,Brazil,DF,Wolfsburg,Bundesliga,25,1998,13,906,1,0,1,1,0,0.3,0.3,27,57,0.1,0,14,6,71.4,5,11,5,23,1,0,0,0,0,0,0,0,455,552,82.4,2809,92,81.5,61.5,6,29,11,25,18,22.2,72.2,27,16,4,8,1,4,50,0.2,0.25,0.5,33.3,1.89,0.1,0,2023-2024
2264,Merlin Röhl,Germany,MF,Freiburg,Bundesliga,21,2002,24,1477,2,4,6,2,0,2,2,44,38,0.12,0.24,21,13,38.1,3,24,9,22,0,0,0,0,0,0,0,0,365,458,79.7,1221,80.3,88.5,69.4,19,36,10,30,42,50,33.3,44,37,10,42,2,24,33.3,0.49,0.08,0.25,40.4,2.74,0.37,0,2023-2024
2274,Frank Ronstadt,Germany,DF,Darmstadt 98,Bundesliga,26,1997,4,76,0,0,0,0,0,0.1,0.1,3,2,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,35,42,83.3,178,91.3,86.7,0,2,2,2,5,3,0,33.3,3,2,0,2,0,3,0,0,0,0,100,3.55,0,0,2023-2024
2282,Anthony Rouault,France,DF,Stuttgart,Bundesliga,22,2001,22,1010,0,2,2,0,0,0.1,0.1,8,68,0,0.18,21,12,61.9,8,6,8,28,0,0,0,0,0,0,0,0,824,931,88.5,5543,93.3,92.2,67.8,8,64,5,75,6,33.3,66.7,8,5,0,3,0,3,33.3,0.09,0,0,41.3,1.6,0.36,0,2023-2024
2283,Jérôme Roussillon,France,DF,Union Berlin,Bundesliga,30,1993,23,752,0,1,1,0,0,0.3,0.3,10,38,0,0.12,16,9,66.7,4,9,5,26,0,0,0,0,0,0,0,0,263,355,74.1,2077,84.4,76.6,46.2,8,21,6,28,11,45.5,45.5,10,9,2,8,0,7,57.1,0.48,0,0,52.9,2.39,0.24,0,2023-2024
2289,Fabian Rüdlin,Germany,MF,Freiburg,Bundesliga,26,1997,1,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,80,35,100,66.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
2297,Julian Ryerson,Norway,DF,Dortmund,Bundesliga,25,1997,21,1767,4,1,5,4,0,1.8,1.8,41,64,0.2,0.05,41,23,57.4,7,24,10,35,3,0,0,0,0,0,0,0,974,1129,86.3,3144,91.6,89.1,61.4,14,46,7,60,40,40,45,41,41,6,26,4,18,44.4,0.41,0.22,0.5,40,1.48,0.2,0,2023-2024
2298,Frederik Rønnow,Denmark,GK,Union Berlin,Bundesliga,30,1992,33,2970,0,0,0,0,0,0.1,0.1,0,1,0,0,1,1,0,0,0,1,20,2,56,1.7,105,68.5,7,21.2,28.6,951,1316,72.3,19806,100,98.3,45.5,1,36,1,1071,0,0,0,0,1,1,0,0,3,0,0,0,0,90.9,0.12,0,10,2023-2024
2303,Marcel Sabitzer,Austria,MF,Dortmund,Bundesliga,29,1994,25,1961,4,3,7,3,1,3.6,2.8,39,111,0.18,0.14,39,24,54.8,12,19,12,34,0,0,0,0,0,0,0,0,868,1067,81.3,3494,88.7,84.9,52,22,78,23,69,30,36.7,50,39,21,7,14,4,46,41.3,0.87,0.07,0.16,23.1,3.21,0.41,0,2023-2024
2320,Roland Sallai,Hungary,MF,Freiburg,Bundesliga,26,1997,27,1840,3,2,5,3,0,7.9,7.1,47,41,0.15,0.1,17,10,40,1,20,6,23,0,0,0,0,0,0,0,0,416,588,70.7,1376,87,73.9,35.9,29,26,28,28,57,36.8,49.1,47,38,15,15,3,55,34.5,0.93,0.05,0.16,38.7,3.38,0.49,0,2023-2024
2342,Jadon Sancho,England,FW,Dortmund,Bundesliga,23,2000,14,947,2,2,4,2,0,0.7,0.7,61,62,0.19,0.19,5,4,0,0,11,4,6,0,0,0,0,0,0,0,0,414,512,80.9,1668,86.8,86.1,60.7,25,25,26,11,70,51.4,42.9,61,37,29,9,2,9,44.4,0.38,0.22,0.5,50,4.85,0.57,0,2023-2024
2345,Leroy Sané,Germany,FW,Bayern Munich,Bundesliga,27,1996,27,2137,8,11,19,8,0,10.9,10.9,121,113,0.34,0.46,15,8,21.1,0,12,7,3,0,0,0,0,0,0,0,0,878,1098,80,3036,87.9,81.7,58.2,72,43,47,6,167,55.7,38.9,121,85,44,42,8,73,38.4,1.18,0.11,0.29,60,6.02,0.76,0,2023-2024
2360,Amin Sarr,Sweden,FW,Wolfsburg,Bundesliga,22,2001,14,386,0,0,0,0,0,0.6,0.6,3,12,0,0,3,2,50,1,5,2,1,0,0,0,0,0,0,0,0,95,130,73.1,215,81.6,70.8,100,2,5,5,3,11,18.2,72.7,3,5,0,9,0,6,33.3,0.47,0,0,54.2,1.17,0,0,2023-2024
2361,Bouna Sarr,Senegal,DF,Bayern Munich,Bundesliga,31,1992,2,106,0,0,0,0,0,0.2,0.2,3,2,0,0,2,0,100,0,3,0,1,0,0,0,0,0,0,0,0,92,104,88.5,286,91.4,87.5,75,0,9,1,2,4,25,50,3,2,1,0,0,1,100,0.85,0,0,50,0,0,0,2023-2024
2370,Joe Scally,United States,DF,Gladbach,Bundesliga,20,2002,31,2236,1,4,5,1,0,0.6,0.6,39,75,0.04,0.16,41,28,57.5,11,20,18,78,2,0,0,0,0,0,0,0,1052,1312,80.2,5910,90.6,82.2,50,16,38,15,111,33,33.3,60.6,39,33,6,21,1,11,9.1,0.04,0.09,1,40.7,1.21,0.2,0,2023-2024
2375,András Schäfer,Hungary,MF,Union Berlin,Bundesliga,24,1999,20,1214,1,2,3,1,0,1.8,1.8,37,59,0.07,0.15,29,16,55,4,21,20,25,0,0,0,0,0,0,0,0,418,557,75,1768,85.1,75.4,48.6,18,25,11,24,50,42,52,37,25,12,20,1,21,23.8,0.37,0.05,0.2,47.8,2.82,0.3,0,2023-2024
2377,Patrik Schick,Czech Republic,FW,Leverkusen,Bundesliga,27,1996,20,1063,7,0,7,6,1,6,5.3,7,17,0.59,0,6,4,20,0,2,1,7,0,0,0,0,0,0,0,0,184,231,79.7,317,83.2,84,75,8,8,5,7,25,32,56,7,4,5,17,7,39,30.8,1.02,0.15,0.5,53.3,2.54,0.25,0,2023-2024
2378,Stefan Schimmer,Germany,MF,Heidenheim,Bundesliga,29,1994,16,153,0,1,1,0,0,0.6,0.6,1,2,0,0.59,1,1,0,0,2,1,6,0,0,0,0,0,0,0,0,22,45,48.9,93,50,53.8,100,1,1,1,3,1,0,100,1,0,0,4,0,5,0,0,0,0,39.1,2.32,0.58,0,2023-2024
2379,Xaver Schlager,Austria,MF,RB Leipzig,Bundesliga,25,1997,29,2477,0,5,5,0,0,1.1,1.1,73,230,0,0.18,81,50,39.6,8,33,19,27,0,0,0,0,0,0,0,0,1587,1798,88.3,7551,92.7,92.9,68.4,27,196,22,52,32,59.4,25,73,48,2,27,0,21,14.3,0.11,0,0,56.1,3.09,0.36,0,2023-2024
2380,Keven Schlotterbeck,Germany,DF,Bochum,Bundesliga,26,1997,27,2185,5,1,6,5,0,2,2,9,93,0.21,0.04,42,22,83.3,23,10,33,104,2,0,0,0,0,0,0,0,802,1027,78.1,6371,82,86.3,55.7,10,53,5,200,8,75,25,9,4,2,0,5,27,44.4,0.49,0.19,0.42,61.5,1.11,0.12,0,2023-2024
2381,Nico Schlotterbeck,Germany,DF,Dortmund,Bundesliga,23,1999,33,2859,2,1,3,2,0,3,3,55,186,0.06,0.03,70,50,63.1,25,27,45,101,3,0,0,0,0,0,0,0,2381,2681,88.8,16883,94.6,93.1,70.7,16,193,19,330,17,47.1,41.2,55,42,2,3,2,27,22.2,0.19,0.07,0.33,58.6,1.45,0.19,0,2023-2024
2383,Romano Schmid,Austria,MF,Werder Bremen,Bundesliga,23,2000,33,2601,4,6,10,4,0,5.2,5.2,75,144,0.14,0.21,35,20,30.4,7,29,11,17,2,0,0,0,0,0,0,0,941,1211,77.7,4544,83.3,80.8,62.6,51,93,46,31,111,36.9,54.1,75,72,22,58,4,38,26.3,0.35,0.11,0.4,32.4,4.08,0.55,0,2023-2024
2384,Kenneth Schmidt,Germany,DF,Freiburg,Bundesliga,21,2002,5,68,0,0,0,0,0,0,0,2,4,0,0,2,2,50,0,1,1,2,0,0,0,0,0,0,0,0,43,48,89.6,239,100,88,100,2,2,1,4,0,0,0,2,0,0,1,0,1,0,0,0,0,50,3.97,0,0,2023-2024
2386,Benno Schmitz,Germany,DF,Köln,Bundesliga,28,1994,22,1155,0,1,1,0,0,0.2,0.2,27,70,0,0.08,27,15,50,4,15,7,29,0,0,0,0,0,0,0,0,502,709,70.8,3765,85.7,72.4,44.3,5,41,16,37,14,35.7,50,27,22,2,0,0,8,62.5,0.39,0,0,38.9,2.1,0.23,0,2023-2024
2387,Fabian Schnellhardt,Germany,MF,Darmstadt 98,Bundesliga,29,1994,10,235,0,0,0,0,0,0.2,0.2,6,15,0,0,4,1,33.3,0,1,4,5,0,0,0,0,0,0,0,0,149,172,86.6,498,89.4,92.8,69.2,2,9,1,6,2,50,50,6,4,0,2,0,5,40,0.77,0,0,25,3.06,0,0,2023-2024
2388,Jan Schöppner,Germany,MF,Heidenheim,Bundesliga,24,1999,26,1998,2,2,4,2,0,1.1,1.1,16,72,0.09,0.09,48,26,50,7,30,26,57,0,0,0,0,0,0,0,0,444,668,66.5,2508,73,73.3,51.3,13,40,10,79,23,47.8,47.8,16,11,4,14,2,17,23.5,0.18,0.12,0.5,50,1.44,0.09,0,2023-2024
2389,Marcel Schuhen,Germany,GK,Darmstadt 98,Bundesliga,30,1993,31,2790,0,0,0,0,0,0,0,0,5,0,0,1,0,33.3,0,0,2,11,4,76,2.45,123,62.1,3,9.7,50,1064,1496,71.1,23490,99.4,98.2,48.5,0,42,3,1186,1,100,0,0,0,0,0,0,0,0,0,0,0,80,0.35,0,5.3,2023-2024
2391,Marvin Schwäbe,Germany,GK,Köln,Bundesliga,28,1995,34,3060,0,0,0,0,0,0,0,0,3,0,0,1,0,100,0,0,0,10,1,60,1.76,108,66.1,4,11.8,0,1014,1305,77.7,17868,99.4,97.9,51.9,2,23,1,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0.24,0,2.8,2023-2024
2392,Alexander Schwolow,Germany,GK,Union Berlin,Bundesliga,31,1992,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,4,66.7,0,0,0,29,36,80.6,589,100,100,58.8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
2401,Nicolas Seiwald,Austria,MF,RB Leipzig,Bundesliga,22,2001,21,718,0,2,2,0,0,0,0,3,33,0,0.25,33,18,64,2,10,8,15,0,0,0,0,0,0,0,0,320,390,82.1,1792,88.6,85.8,62.8,5,25,6,25,6,66.7,33.3,3,6,0,8,0,0,0,0,0,0,42.9,1.13,0.38,0,2023-2024
2403,Davie Selke,Germany,FW,Köln,Bundesliga,28,1995,19,1265,6,0,6,6,0,4.8,4.8,9,17,0.43,0,4,2,0,3,2,0,20,0,0,0,0,0,0,0,0,144,234,61.5,325,69.9,57.5,75,11,12,4,24,12,50,50,9,3,5,12,6,33,33.3,0.78,0.18,0.55,54.9,1.99,0.07,0,2023-2024
2413,Benjamin Šeško,Slovenia,FW,RB Leipzig,Bundesliga,20,2003,31,1526,14,2,16,14,0,7.7,7.7,21,22,0.83,0.12,13,5,22.2,2,21,3,27,0,0,0,0,0,0,0,0,215,330,65.2,538,73.8,68.8,40,12,8,7,31,35,48.6,45.7,21,13,15,38,14,47,53.2,1.47,0.3,0.56,56.7,2.06,0.47,0,2023-2024
2414,Kevin Sessa,Germany,MF,Heidenheim,Bundesliga,23,2000,30,1011,3,0,3,3,0,2.9,2.9,29,51,0.27,0,17,10,43.8,1,11,4,17,0,0,0,0,0,0,0,0,331,450,73.6,1904,81.6,78.4,63.6,17,40,13,23,26,46.2,46.2,29,21,6,6,3,29,24.1,0.62,0.1,0.43,46.7,3.64,0.09,0,2023-2024
2415,Aaron Seydel,Germany,FW,Darmstadt 98,Bundesliga,27,1996,16,619,1,0,1,1,0,1,1,7,10,0.15,0,3,2,0,2,6,1,9,0,0,0,0,0,0,0,0,110,190,57.9,254,66.7,50.8,66.7,9,9,1,13,11,27.3,63.6,7,3,3,12,1,14,42.9,0.87,0.07,0.17,59.2,1.89,0.15,0,2023-2024
2424,Tim Siersleben,Germany,DF,Heidenheim,Bundesliga,23,2000,14,910,0,0,0,0,0,0.2,0.2,12,48,0,0,27,11,40,10,6,21,29,1,0,0,0,0,0,0,0,456,559,81.6,4378,87.6,91.1,59.1,3,39,0,59,2,0,100,12,4,0,2,0,3,0,0,0,0,54.2,0.79,0.1,0,2023-2024
2425,Kiliann Sildillia,France,DF,Freiburg,Bundesliga,21,2002,27,1806,0,1,1,0,0,0.6,0.6,22,70,0,0.05,43,19,61.9,15,18,22,64,0,0,0,0,0,0,0,0,847,1167,72.6,5689,85.8,74.8,50.8,11,61,19,113,34,47.1,50,22,20,1,10,0,7,14.3,0.05,0,0,46.4,1.5,0.2,0,2023-2024
2433,Mohamed Simakan,France,DF,RB Leipzig,Bundesliga,23,2000,32,2138,2,3,5,2,0,3.9,3.9,34,106,0.08,0.13,48,29,72.7,14,22,29,69,0,0,0,0,0,0,0,0,1347,1573,85.6,8042,89.2,91.1,54.6,15,107,5,168,22,54.5,36.4,34,22,8,9,2,30,36.7,0.46,0.07,0.18,62.5,1.85,0.17,0,2023-2024
2439,Xavi Simons,Netherlands,MF,RB Leipzig,Bundesliga,20,2003,32,2653,8,11,19,7,1,8.3,6.7,151,187,0.27,0.37,30,17,48.4,0,23,16,4,0,0,0,0,0,0,0,0,1137,1434,79.3,4994,88.2,83,63.1,79,102,66,10,160,52.5,34.4,151,133,37,49,8,79,39.2,1.05,0.09,0.23,52.8,5.97,0.75,0,2023-2024
2448,Tim Skarke,Germany,FW,Darmstadt 98,Bundesliga,26,1996,30,2404,8,0,8,8,0,3.6,3.6,61,80,0.3,0,26,16,35.7,2,23,6,20,0,0,0,0,0,0,0,0,622,855,72.7,2900,84.3,74.5,56.7,31,38,33,32,63,44.4,50.8,61,35,20,23,8,69,29,0.75,0.12,0.4,18,2.73,0.07,0,2023-2024
2449,Ellyes Skhiri,Tunisia,MF,Eint Frankfurt,Bundesliga,28,1995,27,2168,2,2,4,2,0,2.3,2.3,10,110,0.08,0.08,44,24,52.8,4,29,39,47,2,0,0,0,0,0,0,0,1082,1287,84.1,4753,91.2,87.3,59.2,19,76,16,87,17,70.6,29.4,10,18,1,25,2,18,44.4,0.33,0.11,0.25,55.4,1.7,0.08,0,2023-2024
2453,Robert Skov,Denmark,DF,Hoffenheim,Bundesliga,27,1996,25,1260,3,4,7,3,0,1.8,1.8,28,71,0.21,0.29,24,16,47.2,4,13,10,23,1,0,0,0,0,0,0,0,542,736,73.6,3351,86.9,80,48.3,23,50,19,42,28,32.1,46.4,28,19,13,6,3,32,21.9,0.5,0.09,0.43,59.1,3.21,0.5,0,2023-2024
2459,Hrvoje Smolčić,Croatia,DF,Eint Frankfurt,Bundesliga,22,2000,11,347,1,0,1,1,0,1,1,0,14,0.26,0,7,3,80,1,2,6,23,1,0,0,0,0,0,0,0,285,321,88.8,1981,85.3,95,65.6,1,10,0,56,2,100,0,0,1,0,2,1,3,33.3,0.26,0.33,1,53.8,0.52,0,0,2023-2024
2461,Danilo Soares,Brazil,DF,Bochum,Bundesliga,31,1991,5,351,0,0,0,0,0,0,0,3,15,0,0,10,6,62.5,0,6,7,11,0,0,0,0,0,0,0,0,124,179,69.3,942,86.7,63.3,40,3,12,3,18,7,85.7,0,3,1,0,2,0,3,0,0,0,0,36.4,1.54,0,0,2023-2024
2479,Borna Sosa,Croatia,FW,Stuttgart,Bundesliga,25,1998,2,46,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,43,62.8,122,94.1,53.8,36.4,3,2,0,0,0,0,0,5,1,1,0,0,1,0,0,0,0,0,9.78,0,0,2023-2024
2496,Anton Stach,Germany,MF,Hoffenheim,Bundesliga,24,1998,31,2321,2,3,5,2,0,1.7,1.7,49,143,0.08,0.12,73,42,52.4,12,26,72,67,1,0,0,0,0,0,0,0,1031,1309,78.8,4924,87.4,83.2,50.6,19,115,22,94,60,41.7,50,49,43,4,14,2,38,23.7,0.35,0.05,0.22,65.8,2.37,0.27,0,2023-2024
2497,Anton Stach,Germany,MF,Mainz 05,Bundesliga,24,1998,2,170,0,0,0,0,0,0.2,0.2,3,8,0,0,3,0,50,0,5,2,5,0,0,0,0,0,0,0,0,43,68,63.2,168,70.3,60,42.9,2,7,1,5,5,60,40,3,3,1,1,0,2,50,0.53,0,0,57.1,3.71,0,0,2023-2024
2498,Jens Stage,Denmark,MF,Werder Bremen,Bundesliga,26,1996,30,2327,3,1,4,3,0,4.4,4.4,24,85,0.12,0.04,52,22,36,23,19,23,55,0,0,0,0,0,0,0,0,775,1042,74.4,4152,78,80.2,58.1,25,68,18,70,14,50,42.9,24,20,4,14,3,40,27.5,0.43,0.08,0.27,64.9,2.09,0.19,0,2023-2024
2500,Josip Stanišić,Croatia,DF,Leverkusen,Bundesliga,23,2000,20,1261,3,1,4,3,0,0.8,0.8,49,92,0.21,0.07,38,20,66.7,3,15,9,26,0,0,0,0,0,0,0,0,961,1077,89.2,4167,95.1,90.5,67.7,11,88,20,55,20,60,30,49,37,4,5,3,10,50,0.36,0.3,0.6,46.2,1.85,0.14,0,2023-2024
2502,Niklas Stark,Germany,DF,Werder Bremen,Bundesliga,28,1995,17,1088,2,0,2,2,0,0.2,0.2,5,37,0.17,0,26,15,66.7,7,7,19,61,1,0,0,0,0,0,0,0,475,595,79.8,4445,82.6,90.3,58.9,0,32,3,94,1,100,0,5,3,0,1,2,4,50,0.17,0.5,1,55.8,0.74,0.08,0,2023-2024
2504,Pascal Stenzel,Germany,DF,Stuttgart,Bundesliga,27,1996,23,1064,0,5,5,0,0,0.3,0.3,34,85,0,0.42,18,8,33.3,8,14,15,26,0,0,0,0,0,0,0,0,715,824,86.8,3889,92.1,89.6,77.6,15,66,25,45,8,75,25,34,31,1,6,0,14,28.6,0.34,0,0,34.6,3.22,0.85,0,2023-2024
2505,Leonidas Stergiou,Switzerland,DF,Stuttgart,Bundesliga,21,2002,15,594,1,0,1,1,0,0.4,0.4,6,17,0.15,0,15,8,69.2,1,7,5,13,0,0,0,0,0,0,0,0,308,364,84.6,1434,91.1,87,42.9,5,18,7,20,2,50,50,6,5,0,2,1,3,33.3,0.15,0.33,1,30.8,1.06,0.15,0,2023-2024
2508,Angelo Stiller,Germany,MF,Hoffenheim,Bundesliga,22,2001,1,84,0,0,0,0,0,0.1,0.1,2,7,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,36,43,83.7,273,89.5,100,71.4,1,7,1,2,0,0,0,2,0,0,0,0,2,50,1.07,0,0,100,5.42,0,0,2023-2024
2509,Angelo Stiller,Germany,MF,Stuttgart,Bundesliga,22,2001,31,2694,1,5,6,1,0,1.6,1.6,37,220,0.03,0.17,55,33,57.1,13,28,28,25,2,0,0,0,0,0,0,0,2346,2637,89,11544,93.2,93.7,58,51,229,29,78,25,68,24,37,46,4,27,1,16,18.8,0.1,0.06,0.33,50,3.81,0.33,0,2023-2024
2510,Kevin Stöger,Austria,MF,Bochum,Bundesliga,29,1993,32,2668,7,10,17,3,4,6.2,3.1,81,283,0.24,0.34,49,30,39.7,4,42,19,18,0,0,0,0,0,0,0,0,1363,2028,67.2,10738,79.5,71.4,50.1,127,195,76,35,65,38.5,47.7,81,72,8,40,7,71,19.7,0.47,0.04,0.21,19.5,7.79,0.61,0,2023-2024
2523,Niklas Süle,Germany,DF,Dortmund,Bundesliga,27,1995,23,1514,1,0,1,1,0,0.4,0.4,19,83,0.06,0,18,10,68.8,14,11,25,58,2,0,0,0,0,0,0,0,1401,1505,93.1,8405,95.8,95,82.8,5,77,6,179,4,75,25,19,13,0,6,1,7,14.3,0.06,0.14,1,61.1,1.01,0.12,0,2023-2024
2527,Mattias Svanberg,Sweden,MF,Wolfsburg,Bundesliga,24,1999,25,1715,1,3,4,1,0,3,3,28,84,0.05,0.16,37,17,31.6,5,20,21,28,0,0,0,0,0,0,0,0,574,807,71.1,2918,82.9,75.6,36.5,26,59,16,33,30,50,43.3,28,20,7,11,1,42,26.2,0.58,0.02,0.09,64.5,3.09,0.47,0,2023-2024
